index,tweet,sentiment,score,all_hashtaged_words,VanderSentiment_pos,VanderSentiment_neg,VanderSentiment_neu,VanderSentiment_overall,polar_word_count_pos,polar_word_count_neg,Sentinent140_scores,hashtag_polarity,emotion_word_count_anticipation,emotion_word_count_disgust,emotion_word_count_fear,emotion_word_count_joy,emotion_word_count_negative,emotion_word_count_positive,emotion_word_count_sadness,emotion_word_count_surprise,emotion_word_count_trust,emotion_word_count_anger,score_hashtag_emotion_lexicon,emoticons_score
30420,those sparkling looks like a gay vampire beamingfacewithsmilingeyes,joy,0.48,[],0.439,0,0.561,0.5719,2,0,0,neural,0,1,1,0,1,0,0,0,0,1,0,0
30421,yahweh your god is among you a warrior who saves he will rejoice over you with gladness,joy,0.48,[],0.25,0,0.75,0.6124,3,0,0,neural,2,0,2,3,0,4,0,1,0,1,0,0
30422,watch this amazing live ly broadcast by,joy,0.48,"['lively', 'musically']",0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30423,always doing the emotionalhedge trademark w im elated about start have i mentioned im on tamu 6,joy,0.48,"[""WPS\\n\\nI'm""]",0.208,0,0.792,0.6369,1,0,-0.32,neural,1,0,0,1,0,1,0,0,0,0,0,0
30424,watch this amazing live ly broadcast by,joy,0.48,['musically'],0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30425,watch this amazing live ly broadcast by,joy,0.48,"['lively', 'musically']",0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30426,relive vegas heyday with rat pack tribute,joy,0.48,[],0,0,1,0,1,1,0,neural,1,1,1,1,1,2,0,0,0,0,0,0
30427,i wish there was a version of stitches,joy,0.48,"['glee', 'gleekforever']",0.278,0,0.722,0.4019,1,0,-0.935,neural,0,0,0,0,0,0,0,0,0,0,0.185969245,0
30428,i fix a clever ritual to make you feel frolicsome,joy,0.48,[],0.25,0,0.75,0.4588,1,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
30429,panda eyed jaunty after watching jaws until late,joy,0.48,[],0.239,0,0.761,0.296,1,0,-0.409,neural,0,0,1,0,1,0,1,0,0,0,0,0
30430,watch this amazing live ly broadcast by,joy,0.48,['musically'],0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30431,a cheerful heart is an unending banquet proverbs mishle 15 16,joy,0.48,[],0.461,0,0.539,0.8271,2,0,0,neural,1,0,0,2,0,2,0,1,0,0,0,0
30432,anyone know how the did today the mood here seems strangely jubilant as meatloaf says 2 out of 3 aint bad unless you win one,joy,0.48,['Mariners'],0.315,0.065,0.62,0.8573,1,2,0,neural,0,1,1,1,1,1,1,1,0,1,0,0
30433,katie i love how you describe yourself as normal really youre anything but,joy,0.479,['neverchange'],0.178,0,0.822,0.3818,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30434,my friend just messaged me ugh im so hungry i cant wait for breakfast,joy,0.479,"['socialmedia', 'WineWednesday', 'funny', 'laughing']",0.178,0.156,0.667,0.1027,2,2,0,neural,2,0,0,1,2,2,0,0,0,0,1.809370306,0
30435,quotesoup be happy not because everything is good but because you can see the good side of everything,joy,0.479,[],0.352,0,0.648,0.7992,3,0,0,neural,3,0,0,3,0,3,0,2,0,0,0,0
30436,repentance and trusting in christ it is lowly and painful but it is also joyous peaceful and absolutely glorious 22,joy,0.479,[],0.508,0.097,0.394,0.9558,5,2,0,neural,1,1,1,2,2,2,2,1,0,1,0,0
30437,watch this amazing live ly broadcast by swaggysquad,joy,0.479,"['lively', 'musically']",0.552,0,0.448,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30438,which was worse than expected and hilarious too no one will even remember,joy,0.479,[],0.15,0.294,0.556,-0.3818,3,2,0,neural,1,0,1,1,1,1,1,1,0,0,0,0
30439,watch this amazing live ly broadcast by boss,joy,0.479,"['lively', 'musicallyjh']",0.552,0,0.448,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30440,queen bey will be smiling over sixth this afternoon,joy,0.479,[],0.273,0,0.727,0.4588,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30441,savva were the least known band in the world but so glad you asked,joy,0.479,"['muchlove', 'hilarious']",0.29,0,0.71,0.743,1,1,0,neural,1,0,0,1,0,1,0,0,0,0,0.867903504,0
30442,who nose where those scent roses wentto a spot in the orientmummifiedin rapeseed oil friedeating drinking amp merriment,joy,0.479,[],0.167,0,0.833,0.5267,1,1,0,neural,0,1,0,1,1,1,0,1,0,0,0,0
30443,when something makes you excited terrified thrilled nervous elated amp like youve been kicked in the guts all at once need word for that,joy,0.479,[],0.332,0.169,0.499,0.7096,4,2,0,neural,2,0,1,2,1,4,0,1,0,0,0,0
30444,oh ok yeah i felt dumb like i think i would have known if it was animated at least lmao,joy,0.479,[],0.371,0.113,0.515,0.7579,2,2,4,neural,0,0,0,1,1,1,0,0,0,0,0,4
30445,seriously digging those eyebrows,joy,0.479,[],0,0.362,0.638,-0.1779,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30446,memphis looking bright rojo looking like rojo,joy,0.473,[],0.519,0,0.481,0.6597,2,0,1.658,neural,0,0,0,0,0,0,0,0,0,0,0,0
30447,best segment so far by hilarity,joy,0.468,[],0.457,0,0.543,0.6369,2,0,1.348,neural,0,0,0,1,0,1,0,0,0,0,0,0
30448,taguchi engineering fashionable hale and hearty little game optimization mqnaocu,joy,0.462,[],0.205,0,0.795,0.323,2,2,0,neural,0,0,0,0,0,2,0,0,0,0,0,0
30449,watch this amazing live ly broadcast by,joy,0.462,['musically'],0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30450,update i have yet to hang out with but im still hopeful,joy,0.462,['optimism'],0.288,0,0.712,0.6652,1,0,2,neural,1,0,0,1,0,1,0,1,0,0,1.597738974,2
30451,dont know im from nj we are the worst on purpose,joy,0.462,['laughter'],0,0.291,0.709,-0.6249,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0.225942611,0
30452,zeth voice hit the target holds up upside down cheering towel,joy,0.462,[],0.248,0,0.752,0.5106,1,1,-0.13,neural,0,0,0,1,1,1,0,0,0,1,0,0
30453,benefit out exhilaration called online backing off jkuvmvqxy,joy,0.462,[],0.406,0,0.594,0.4767,2,0,0,neural,0,0,0,1,0,2,0,1,0,0,0,0
30454,optimism leads to success bill kerr kerr,joy,0.46,"['success', 'optimism', 'goals']",0.59,0,0.41,0.802,2,0,0,neural,2,0,0,2,0,2,0,1,0,0,2.877783505,0
30455,—but be a little playful he hesitantly pulls away just enough so he could get words out lips brushing against—,joy,0.46,[],0.116,0.086,0.798,0.1706,2,1,0,neural,0,0,0,1,1,1,0,1,0,2,0,0
30456,“when we give cheerfully and accept gratefully everyone is blessed ”―maya angelou,joy,0.46,[],0.614,0,0.386,0.9136,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30457,seriously digging those eyebrows,joy,0.46,['animated'],0,0.362,0.638,-0.1779,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30458,me taking a picture by myself awkward smileme on picture day awkward smileconclusion stop smiling ,joy,0.46,"['pictureday2016', 'ornot']",0.155,0.278,0.567,-0.1027,1,2,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30459,quotesoup be happy not because everything is good but because you can see the good side of everything,joy,0.46,"['Followback', 'optimism']",0.352,0,0.648,0.7992,3,0,0,neural,3,0,0,3,0,3,0,2,0,0,1.597738974,0
30460,watch this amazing live ly broadcast by,joy,0.459,['musically'],0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30461,i assume that people pick up on my joviality coz i lol a lot but its just not working maybe i need to get heavy handed with emoticons ha,joy,0.458,[],0.156,0,0.844,0.6124,1,1,3.025,neural,0,0,0,0,0,2,0,0,0,0,0,2
30462,your lions heartwill protect you under stormy skiesand i will always be listening for your laughter and your tears,joy,0.458,[],0.245,0.08,0.675,0.5994,2,2,-3.22,neural,1,0,1,1,1,2,0,1,0,0,0,-2
30463,this is why i think his pre prepped debate answers have the potential for hilarity,joy,0.458,[],0,0,1,0,2,1,1.348,neural,0,0,0,1,0,2,0,0,0,0,0,0
30464,watch this amazing live ly broadcast by  mila,joy,0.458,['musically'],0.552,0,0.448,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30465,watch this amazing live ly broadcast by,joy,0.458,['musically'],0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30466,to all who follow me whether weve ever talked or not hope you have a joyous life goodbye,joy,0.458,[],0.182,0.107,0.711,0.4007,2,0,-1.379,neural,1,0,0,2,0,2,0,1,0,0,0,0
30467,whether you are rejoicing or fighting back tears god wants to share the moment with you,joy,0.458,[],0.345,0.187,0.468,0.5719,2,0,0.676,neural,3,0,1,3,1,3,0,1,0,1,0,0
30468,watch this amazing live ly broadcast by,joy,0.458,"['lively', 'musically']",0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30469,watch this amazing live ly broadcast by finfin,joy,0.458,['musically'],0.552,0,0.448,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30470,lol no its sparkling wine,joy,0.458,[],0.315,0.46,0.225,-0.0742,1,0,0.605,neural,0,0,0,0,0,0,0,0,0,0,0,0
30471,its alright  she said cheerfully trying to make the moment fun,joy,0.458,[],0.512,0,0.488,0.8126,0,2,4.64,neural,1,0,0,1,0,1,0,0,0,0,0,4
30472,glee glee glee glee glee glee i lost lost lost lowe much,joy,0.458,[],0.75,0.194,0.056,0.9712,6,3,0,neural,0,0,0,6,3,6,3,0,0,0,0,0
30473,watch this amazing live ly broadcast by,joy,0.452,['musically'],0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30474,watch this amazing live ly broadcast by,joy,0.449,"['lively', 'musically']",0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30475,and you as well,joy,0.444,['sparkling'],0.412,0,0.588,0.2732,1,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30476,a cheerful sloth annotated old books about a very good man then the gods ended evil,joy,0.442,[],0.278,0.183,0.54,0.3167,2,2,-3.257,neural,1,2,1,2,2,2,1,2,0,1,0,-3
30477,easy breezy beautiful rasta mon,joy,0.44,[],0.694,0,0.306,0.7783,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30478,accept the challenges so that you can feel the exhilaration of victory george s patton,joy,0.44,[],0.231,0,0.769,0.4404,3,0,0,neural,1,0,0,2,0,2,0,1,0,0,0,0
30479,when we give cheerfully and accept gratefully everyone is blessed »maya angelou,joy,0.44,"['RIP', 'MayaAngelou']",0.614,0,0.386,0.9136,2,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30480,the human race has one really effective weapon and that is laughter mark twain,joy,0.44,[],0.328,0.123,0.548,0.6267,1,1,0.742,neural,1,0,0,1,0,2,0,1,0,0,0,0
30481,was incredible tho i think its more of an film than about war,joy,0.44,"['WaltzWithBashir', 'animated', 'documentary', 'Lebanon']",0,0.245,0.755,-0.5994,1,1,-2,neural,0,0,1,0,1,0,0,0,0,0,1.832012988,-2
30482,a good thing about being sick is that coughing is like an ab workout maybe my abs will be more defined by the time im better facewithtearsofjoy grinningfacewithsweat,joy,0.44,[],0.233,0.093,0.674,0.6124,4,1,0,neural,2,1,0,1,1,1,1,1,0,0,0,0
30483,yup i feel dirty cheering,joy,0.44,[],0.359,0.315,0.326,0.1027,0,1,1.885,neural,0,1,0,1,1,1,0,0,0,0,0,2
30484,possible magazines over against put with versus thy joviality conjunction shower quotient sufficiently bqavtja,joy,0.44,[],0,0,1,0,1,1,0,neural,0,0,0,0,1,0,0,0,0,1,0,0
30485,just like there is a right way to pray there is a right way to give not grudgingly or of necessity but cheerfully,joy,0.44,['woficc'],0.274,0,0.726,0.7615,4,1,0,neural,1,0,1,1,1,1,1,1,0,0,0,0
30486,i trust you know that i appreciate your willingness to explain the details and my attempt at levity is just that,joy,0.44,[],0.31,0,0.69,0.7964,5,0,0,neural,1,0,0,0,0,2,0,0,0,0,0,0
30487,check out this robocoq 301,joy,0.44,"['film', 'animated', 'shortfilms']",0,0,1,0,0,0,-0.287,neural,0,0,0,0,0,0,0,0,0,0,0.043621054,0
30488,a good thing about being sick is that coughing is like an ab workout maybe my abs will be more defined by the time im better facewithtearsofjoy grinningfacewithsweat,joy,0.438,['optimism'],0.233,0.093,0.674,0.6124,4,1,0,neural,2,1,0,1,1,1,1,1,0,0,1.597738974,0
30489,im doing laundry and watching that 70s show with a bunch of strangers,joy,0.438,"['happy', 'birthday', 'to', 'me']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,4.009706565,0
30490,the neighbor dancing in the clayton homes commercial is me,joy,0.438,[],0,0,1,0,0,0,-0.176,neural,1,0,0,0,0,1,0,0,0,0,0,0
30491,i thought that was funny too but maybe not such a coincidence green must be the official color of optimism,joy,0.438,[],0.271,0,0.729,0.7717,2,1,4.218,neural,2,0,0,2,0,2,0,2,0,0,0,2
30492,it breaks my heart seeing people down or upset i will try my best to make them smile or cheer them up smilingfacewithopenhands,joy,0.438,[],0.408,0.075,0.517,0.9118,5,3,0,neural,1,0,0,2,1,2,1,2,0,1,0,0
30493,if you dont love yourself honesty is the best policy,joy,0.438,['smile'],0.244,0.349,0.407,-0.2013,3,0,-0.116,neural,0,0,0,1,0,2,0,0,0,0,0.545147407,0
30494,bros wow that looks bright,joy,0.438,[],0.691,0,0.309,0.7717,2,0,1,neural,0,0,0,0,0,0,0,0,0,0,0,1
30495,so is cheerfulness or a good temper the more it is spent the more remains ralph waldo emerson,joy,0.438,[],0.261,0.116,0.623,0.539,1,1,0,neural,2,1,1,2,2,3,0,1,0,0,0,0
30496,after such a heavy 2 days this has given much needed levity thanks bro,joy,0.438,[],0.182,0,0.818,0.4404,1,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30497,never make a when youre and never make a when youre,joy,0.438,"['decision', 'angry', 'promise', 'happy.', 'wisewords']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,3.850548857,0
30498,evening all dont forget its tonight bowandarrow,joy,0.438,"['RobinHoodHour', 'bizitalk', 'bizhour', 'southyorkshire', 'MansfieldHour', 'sheffieldHour', 'NottsHour']",0.217,0,0.783,0.1695,0,1,0,neural,0,0,0,0,1,0,0,0,0,0,0,0
30499,a decent sleep makes kurt a happy soldier spit amp polish the converse men chests out and baseball caps at a jaunty angle,joy,0.438,[],0.219,0,0.781,0.7096,3,0,0.742,neural,1,1,0,1,0,4,1,0,0,1,0,0
30500,i in following your statutes as one rejoices in great riches psalm 119 14,joy,0.434,"['rejoice', 'TheBible']",0.491,0,0.509,0.891,2,0,0,neural,0,0,0,0,0,1,0,0,0,0,2.168283832,0
30501,“don’t burn out keep yourselves fueled and aflame be alert servants of the master cheerfully expectant  romans 12 11 12,joy,0.433,[],0.227,0,0.773,0.6486,1,1,-0.223,neural,1,0,0,0,0,1,0,0,0,0,0,0
30502,im doing laundry and watching that 70s show with a bunch of strangers,joy,0.42,"['birthday', 'to', 'me']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,1.847736682,0
30503,i think what 2016 to really needs to round it out is a vs twitter debate end on something joyful ya know,joy,0.42,[],0.157,0,0.843,0.5994,1,1,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
30504,i saw her whose countenance expressed a mighty rivers were monotonous and her lively conversation took care of the various,joy,0.42,[],0.253,0,0.747,0.7269,3,1,0,neural,0,0,1,1,0,1,0,0,0,1,0,0
30505,im really hitting all flavors of my sparkling water rap but you know whats tripping me out these half french and spanish flavors,joy,0.42,[],0.068,0,0.932,0.1531,1,0,0,neural,0,0,0,0,1,0,1,0,0,1,0,0
30506,twitter is a font of endless hilarity,joy,0.42,[],0,0,1,0,1,1,1.348,neural,0,0,1,2,1,2,1,0,0,1,0,0
30507,cheer up smilingface,joy,0.42,[],0.623,0,0.377,0.5106,1,0,0,neural,1,0,0,1,0,1,0,1,0,0,0,0
30508,he maketh the woman to keep house amp to be a mother of childrenpraise ye the lordpsa113 9,joy,0.42,"['barren', 'joyful']",0,0,1,0,0,0,-0.341,neural,1,0,0,1,1,1,1,0,0,0,2.166808906,0
30509,watch this amazing live ly broadcast by,joy,0.417,"['lively', 'musically']",0.597,0,0.403,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30510,hey is the word i just picked 4 my biz card,joy,0.417,['sparkling'],0,0,1,0,1,0,-0.335,neural,0,0,0,0,0,1,0,0,0,0,0,0
30511,babe remember im always here if u need a little cheering up or talk ily lots heartwitharrow,joy,0.417,[],0.331,0,0.669,0.813,0,2,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
30512,nsno cheering and clapping i assume,joy,0.417,[],0.398,0,0.602,0.5106,0,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30513,decide to stop being afraid to just stop what are you now free to do,joy,0.417,"['free', 'honest', 'healthy', 'happy', 'life', 'living', 'optimism', 'love']",0.168,0.223,0.609,-0.0258,2,1,0,neural,0,0,1,0,1,0,0,0,0,0,10.92223939,0
30514,create richness amp liveliness in our society continues through educational amp social benefits and only ends with the economic,joy,0.417,['Arts'],0.412,0,0.588,0.8591,3,0,-0.133,neural,0,0,0,1,0,3,0,0,0,0,0,0
30515,hey u never know channel 4s version of might actually be quite good a few adverts arent the end of the world,joy,0.417,['GBBO'],0.132,0,0.868,0.4927,1,0,0,neural,1,0,0,1,0,1,0,1,0,0,0,0
30516,oh good girl hope she is cheerful,joy,0.417,[],0.699,0,0.301,0.8519,3,0,2.955,neural,2,0,0,3,0,3,0,3,0,0,0,2
30517,not my fault if im more observant than you thought of me to be winkingfacewithtongue im not sorry squintingfacewithtongue smilingfacewithsunglasses,joy,0.417,"['wisdom', 'laughter', 'observingyou', 'allthetime', 'becareful']",0.162,0,0.838,0.357,0,2,0,neural,1,0,0,0,1,1,1,0,0,0,0.550181104,0
30518,top seed johnson chases double delight at tour championship,joy,0.417,[],0.589,0,0.411,0.8225,2,0,0,neural,2,0,0,1,0,2,0,0,0,0,0,0
30519,incetown age 23 joyful elevated in hope with the,joy,0.417,[],0.493,0,0.507,0.7783,3,0,0,neural,1,0,0,2,0,2,0,1,0,0,0,0
30520,i rejoice everything time some moron is taken out of the genetics pool,joy,0.417,[],0.17,0.187,0.643,-0.0772,1,0,0,neural,2,0,0,1,1,2,0,1,0,0,0,0
30521,can you at least just walk past her and break out into laughter,joy,0.417,[],0.211,0,0.789,0.4939,1,3,1.638,neural,1,0,0,1,0,1,0,2,0,0,0,0
30522,day 3 of listening to the sound of the chopper working its way closer to home at makes me,joy,0.417,"['harvest16', 'farm365']",0,0,1,0,1,0,-0.176,neural,0,0,0,0,0,1,0,0,0,0,0,0
30523,i might not pay for my own health insurance but i do like sparkling water and brussels sprouts now so i think im an adult,joy,0.417,[],0.247,0,0.753,0.735,2,0,-0.147,neural,1,0,0,1,0,1,0,0,0,0,0,0
30524,wear looks like a book shaped like a gun to me,joy,0.408,"['optimism', 'itsagunalright']",0.325,0.156,0.519,0.3818,2,0,-0.176,neural,0,0,1,0,2,0,0,0,0,1,1.597738974,0
30525,i am always ready to,joy,0.407,[],0.385,0,0.615,0.3612,1,0,-0.165,neural,1,0,0,0,0,0,0,0,0,0,0,0
30526,the point of living and being an optimist is to be foolish enough to believe the best is yet to come peter ustinov,joy,0.407,['quote'],0.256,0.071,0.673,0.7579,1,1,0,neural,0,0,0,0,1,1,0,0,0,0,0.803579807,0
30527,intermit animatedncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra,joy,0.406,[],0.188,0,0.812,0.4588,2,0,0,neural,1,0,0,1,0,2,0,0,0,0,0,0
30528,turkish exhilaration for a 30 shade off irruptive russian visitors this twelvemonth gobbler is nephalism so,joy,0.404,[],0,0,1,0,1,0,-0.253,neural,0,0,0,1,0,1,0,1,0,0,0,0
30529,has messed with my mind amp now im anticipating the next episode with amp,joy,0.404,"['ThisIsUs', 'apprehension', 'delight!', 'isthereahelplineforthis']",0,0.156,0.844,-0.34,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,1.951953606,0
30530,now im back at and am elated to record fucking shit up in our studio this evening,joy,0.404,[],0.182,0.169,0.65,0.079,2,0,0,neural,0,1,0,1,1,1,0,0,0,1,0,0
30531,the quarterback wrecks me every time,joy,0.4,['glee'],0,0,1,0,0,0,0,neural,1,0,0,0,0,0,0,0,0,0,0.185969245,0
30532,a cheerful heart is good medicine but a crushed spirit dries up the bones a wicked man accepts a bribe in secret to pervert justice,joy,0.4,[],0.354,0.323,0.324,-0.1406,5,2,2,neural,1,2,2,2,4,4,1,2,0,2,0,2
30533,watch this amazing live ly broadcast by boss,joy,0.4,['musicallyjh'],0.552,0,0.448,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30534,a cheerful heart is good medicine but a crushed spirit dries up the bones proverbs 17 22,joy,0.4,[],0.36,0.151,0.489,0.4854,4,0,0,neural,1,1,1,2,1,3,1,2,0,1,0,0
30535,looking like in his heyday,joy,0.4,[],0.385,0,0.615,0.3612,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30536,i see ill be hovering over the block button today with much glee,joy,0.4,[],0.211,0.286,0.503,-0.128,1,2,4.111,neural,0,1,1,1,1,1,1,0,0,1,0,3
30537,am i watching or zoolander,joy,0.4,"['BacheloretteAU', 'samvrhys']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30538,i started glee from the beginning n im crying they were such babies i love my children,joy,0.4,[],0.329,0.122,0.549,0.743,2,0,0,neural,0,0,0,2,1,2,1,0,0,0,0,0
30539,decide to stop being afraid to just stop what are you now free to do,joy,0.4,"['brave', 'free', 'honest', 'healthy', 'life', 'living', 'love']",0.168,0.223,0.609,-0.0258,2,1,0,neural,0,0,1,0,1,0,0,0,0,0,7.910511332,0
30540,has messed with my mind amp now im anticipating the next episode with amp,joy,0.4,"['ThisIsUs', 'apprehension', 'isthereahelplineforthis']",0,0.156,0.844,-0.34,0,1,0,neural,0,0,0,0,0,0,0,0,0,0,1.951953606,0
30541,you have to find a way to top yourself,joy,0.396,['glee'],0.184,0,0.816,0.2023,1,0,0.982,neural,1,0,0,0,0,1,0,0,0,0,0.185969245,0
30542,you know youre pro actively playful you want to press your boobs into my face tatenashi im not saying no though 3,joy,0.396,[],0.318,0,0.682,0.7497,4,0,-0.232,neural,0,0,0,1,0,1,0,1,0,1,0,0
30543,lol no mention of pak pm or even his speech on any international news channel and pakis are rejoicing as if the world stands with them,joy,0.396,[],0.208,0.069,0.723,0.6597,2,0,0,neural,1,0,0,1,0,2,0,1,0,0,0,0
30544,that happens u will be ok tomorrow cheer it up dont give up no no no squintingfacewithtongue squintingfacewithtongue squintingfacewithtongue,joy,0.396,[],0.382,0,0.618,0.8061,2,0,0,neural,2,0,0,1,0,1,0,1,0,0,0,0
30545,update i have yet to hang out with but im still hopeful,joy,0.396,[],0.288,0,0.712,0.6652,1,0,2,neural,1,0,0,1,0,1,0,1,0,0,0,2
30546,“the essential saltes of animals may bearkham’s large outfit from any effects hei rejoice that you continue in ye,joy,0.396,[],0.139,0,0.861,0.4404,2,0,0,neural,2,0,0,1,0,3,0,1,0,0,0,0
30547,passenger in car next to u cheerfully asks for a cigarette and then directions,joy,0.396,[],0.193,0,0.807,0.4767,0,0,0,neural,1,0,0,0,1,0,0,0,0,0,0,0
30548,felt like he couldnt control — and here she was giving so much of herself selflessly pleasing him his groans were,joy,0.396,[],0.316,0,0.684,0.8074,2,0,-0.179,neural,0,0,0,0,0,1,0,0,0,0,0,0
30549,lol  ur caste even if the whole village dies a massali like you cant be a chaudhry so cheer up massali,joy,0.396,[],0.346,0,0.654,0.8605,3,0,0,neural,1,0,0,1,1,1,0,1,0,0,0,0
30550,will i ever get the nerve to quit the restaurant find out tonite on glee,joy,0.396,[],0.231,0,0.769,0.6369,2,1,4.111,neural,0,0,0,1,1,2,0,0,0,0,0,3
30551,heaven is rejoicing because theyve gained an angel the keifer family are in my prayers blueheart foldedhands,joy,0.396,['RIP30'],0.409,0,0.591,0.8658,3,0,0,neural,2,0,0,2,0,2,0,2,0,0,0,0
30552,that was exhilarating hockey theyre still out if russia wins in regulation im reading,joy,0.396,['fuck'],0.348,0,0.652,0.7506,1,0,0,neural,0,0,0,0,0,1,0,0,0,0,0.463501527,0
30553,my boss likes to stand in my office amp smile at me like a shark maliciously gleeful and ask me how am i as if i have a secret to tell her,joy,0.396,[],0.295,0,0.705,0.8934,4,2,-0.205,neural,0,0,0,1,1,1,0,1,0,0,0,0
30554,cross party group on crofting meeting tonight in suspect its going to be a lively meeting,joy,0.396,[],0.269,0.106,0.625,0.5267,1,2,0,neural,0,0,2,0,2,0,1,0,0,1,0,0
30555,watch this amazing live ly broadcast by swaggysquad,joy,0.396,['musically'],0.552,0,0.448,0.8126,2,0,0,neural,1,0,1,0,0,0,0,0,0,0,0,0
30556,riggs dumb ass hell lolol,joy,0.396,['LethalWeapon'],0,0.851,0.149,-0.9081,0,2,0.649,neural,0,1,1,0,3,0,1,0,0,1,0,0
30557,agreed memphis looks lively also,joy,0.395,[],0.625,0,0.375,0.6124,1,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
30558,hey nascar fans are you going to the race in loudon this weekend why not stop by new day diner for a great hearty breakfast before you go,joy,0.385,[],0.187,0,0.813,0.7174,1,0,-0.415,neural,0,0,0,0,0,1,0,0,0,0,0,0
30559,had a coworker look at her phone and say cheerfully oh look kaps getting death threats now  facewithrollingeyes then she goes to say the 49ers are,joy,0.385,[],0.095,0.204,0.701,-0.5574,0,2,0,neural,1,1,1,0,1,0,1,1,0,1,0,0
30560,hey u never know channel 4s version of might actually be quite good a few adverts arent the end of the world,joy,0.384,"['GBBO', 'optimism']",0.132,0,0.868,0.4927,1,0,0,neural,1,0,0,1,0,1,0,1,0,0,1.597738974,0
30561,the prospect of getting choked out by a hot daddy tonight is sorta cheering me up but i also kinda just wanna watch the new ahs episode lol,joy,0.383,[],0.219,0.061,0.72,0.6432,3,0,3,neural,1,0,1,1,0,2,0,0,0,1,0,3
30562,“set a goal to achieve something thats so big so exhilarating that excites you amp scares you at the same time ” ―,joy,0.383,['BobProctor'],0.243,0.081,0.676,0.6989,2,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30563,cheer up,joy,0.38,[],0.767,0,0.233,0.5106,1,0,-0.132,neural,1,0,0,1,0,1,0,1,0,0,0,0
30564,my two older boys were elated my toddler was terrified i have pics of his poor little face peeping through the hole in the basket,joy,0.38,[],0.126,0.213,0.661,-0.4404,2,3,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30565,this one was apples attempt to make muslims happy kaaba,joy,0.38,[],0.291,0,0.709,0.5719,1,0,0,neural,2,0,0,1,0,1,0,0,0,0,0,0
30566,tom phillips being all jovial at the start of this weeks show when joe is strutting out after that video package is quite the juxtaposition,joy,0.38,[],0.108,0,0.892,0.4404,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30567,bring back the heyday,joy,0.38,['NominateBunkface'],0,0,1,0,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30568,at the regular cheerfulness of any emotion her own supper and to give the ladies were soon as they have been entirely at,joy,0.38,[],0.124,0,0.876,0.4767,0,0,-0.182,neural,1,0,0,1,0,1,0,0,0,0,0,0
